rank_display,rank,name,country,city,region,overall_score,url,logo,citations_per_faculty_score,citations_per_faculty_rank,academic_reputation_score,academic_reputation_rank,faculty_student_ratio_score,faculty_student_ratio_rank,employer_reputation_score,employer_reputation_rank,employment_outcomes_score,employment_outcomes_rank,international_student_ratio_score,international_student_ratio_rank,international_research_network_score,international_research_network_rank,international_faculty_ratio_score,international_faculty_ratio_rank,international_student_diversity_score,international_student_diversity_rank,sustainability_score_score,sustainability_score_rank
=469,471,Universidad de Sevilla,Spain,Seville,Europe,33.7,https://www.topuniversities.com/universities/universidad-de-sevilla,https://www.topuniversities.com/sites/default/files/universidad-de-sevilla_554_medium.jpg,15.1,801+,52.7,210,23.4,763,20.6,640,22.1,694,25.8,648,90.8,164,5.1,801+,31.9,591,66.1,=376
=469,472,Université Laval,Canada,Québec,North America,33.7,https://www.topuniversities.com/universities/universite-laval,https://www.topuniversities.com/sites/default/files/laval-university_337_medium.jpg,29.8,590,25.3,503,33.3,585,11.3,701+,49.9,347,54.9,378,78.8,371,57.4,402,59.2,345,81.6,=154
=473,473,Jilin University,China (Mainland),Changchun,Asia,33.5,https://www.topuniversities.com/universities/jilin-university,https://www.topuniversities.com/sites/default/files/jilin-university_304_medium.jpg,53.9,342,16.2,701+,35.8,557,47.3,276,33,513,2.2,801+,65.3,620,15.6,791,1.9,801+,48.5,=743
=473,474,Johannes Kepler University Linz,Austria,Linz,Europe,33.5,https://www.topuniversities.com/universities/johannes-kepler-university-linz,https://www.topuniversities.com/sites/default/files/johannes-kepler-university-linz_349_medium.jpg,25.2,635,17.5,700,80,166,14.9,701+,15.3,801+,57.5,360,56.6,743,89.9,223,61.6,327,61,=480
=473,475,Pusan National University,South Korea,Busan,Asia,33.5,https://www.topuniversities.com/universities/pusan-national-university,https://www.topuniversities.com/sites/default/files/pusan-national-university_511_medium.jpg,36.7,509,28.6,439,57.6,315,20.2,650,18.9,744,27.1,626,57.5,726,19.9,714,33.2,573,73.6,=265
=473,476,USI - Università della Svizzera italiana,Switzerland,Lugano,Europe,33.5,https://www.topuniversities.com/universities/usi-universita-della-svizzera-italiana,https://www.topuniversities.com/sites/default/files/usi-universit-della-svizzera-italiana_592560cf2aeae70239af50ca_medium.jpg,43.4,434,9.3,701+,70.3,227,9.4,701+,2.2,801+,100,10,42.7,801+,100,33,100,5,48.2,=751
=477,477,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,Dolgoprudny,Europe,33.4,https://www.topuniversities.com/universities/moscow-institute-physics-technology-mipt-moscow-phystech,https://www.topuniversities.com/sites/default/files/moscow-institute-of-physics-and-technology-mipt-moscow-phystech_15270_medium.jpg,18.1,748,20.3,606,95.3,71,34.1,421,38,458,54.8,380,47.1,801+,38.6,512,55.6,368,21.9,801+
=477,478,Universität Potsdam,Germany,Potsdam,Europe,33.4,https://www.topuniversities.com/universities/universitat-potsdam,https://www.topuniversities.com/sites/default/files/universitt-potsdam_1367_medium.jpg,53.7,347,22.3,563,28.4,673,5,701+,4.2,801+,34.9,541,92.6,133,60.9,384,40.6,499,75.3,231
479,479,Chung-Ang University (CAU),South Korea,Seoul,Asia,33.3,https://www.topuniversities.com/universities/chung-ang-university-cau,https://www.topuniversities.com/sites/default/files/260330120819am627163%ED%99%94%EB%A9%B4-%EC%BA%A1%EC%B2%98-2026-03-30-090753-90x90.jpg,16.7,769,24.9,512,79.2,172,37.6,372,17.3,777,62.4,323,31.3,801+,19.7,719,66.1,297,68.9,=331
=480,480,Hiroshima University,Japan,Higashihiroshima City,Asia,33.2,https://www.topuniversities.com/universities/hiroshima-university,https://www.topuniversities.com/sites/default/files/hiroshima-university_264_medium.jpg,17.2,762,34.6,351,79.8,168,17.1,701+,12.4,801+,22.7,690,70.3,525,19.2,725,17.1,801+,73.2,=271
=480,481,University of Science and Technology Beijing,China (Mainland),Beijing,Asia,33.2,https://www.topuniversities.com/universities/university-science-technology-beijing,https://www.topuniversities.com/sites/default/files/university-of-science-and-technology-beijing_2004_medium.jpg,99.2,37,16.4,701+,13.9,801+,14.6,701+,8.5,801+,5.1,801+,59.1,706,4.2,801+,4,801+,41.6,801+
=482,482,Dalian University of Technology,China (Mainland),Dalian,Asia,33,https://www.topuniversities.com/universities/dalian-university-technology,https://www.topuniversities.com/sites/default/files/dalian-university-of-technology_874_medium.jpg,95.7,65,11.4,701+,23.4,766,11,701+,21.8,697,5.3,801+,59.8,697,15.4,800,4.2,801+,46.8,798
=482,483,Duy Tan University,Vietnam,Da Nang,Asia,33,https://www.topuniversities.com/universities/duy-tan-university,https://www.topuniversities.com/sites/default/files/duy-tan-university_59e5a998acb295021d569f1b_medium.jpg,76,172,13.7,701+,6.3,801+,27.7,500,6.4,801+,2.1,801+,87.7,206,43.4,475,6.3,801+,58.7,=528
=482,484,Kobe University,Japan,Kobe City,Asia,33,https://www.topuniversities.com/universities/kobe-university,https://www.topuniversities.com/sites/default/files/kobe-university_320_medium.jpg,19.4,725,36.9,324,45,434,39,353,27,608,10.7,801+,53.3,791,11.2,801+,15.9,801+,73.3,=269
=485,485,Aristotle University of Thessaloniki,Greece,Thessaloniki,Europe,32.9,https://www.topuniversities.com/universities/aristotle-university-thessaloniki,https://www.topuniversities.com/sites/default/files/aristotle-university-of-thessaloniki_24_medium.jpg,28.4,602,38.2,311,6.4,801+,35.9,402,48.3,359,8.1,801+,90.9,160,2.1,801+,13.8,801+,66.4,=371
=485,486,University of Trento,Italy,Trento,Europe,32.9,https://www.topuniversities.com/universities/university-trento,https://www.topuniversities.com/sites/default/files/university-of-trento_623_medium.jpg,40,470,34.8,346,32.9,589,18.6,693,7.1,801+,11.3,801+,85.6,244,32.3,560,17.2,801+,51.8,=665
=487,487,Edith Cowan University,Australia,Joondalup,Oceania,32.8,https://www.topuniversities.com/universities/edith-cowan-university,https://www.topuniversities.com/sites/default/files/251111045132am451526ECU-90x90.jpg,60.4,285,13.7,701+,6,801+,13.1,701+,7.4,801+,82.4,210,63.8,637,96.4,160,84,176,51,=680
=487,488,Technische Universität Bergakademie Freiberg,Germany,Freiberg,Europe,32.8,https://www.topuniversities.com/universities/technische-universitat-bergakademie-freiberg,https://www.topuniversities.com/sites/default/files/231108074238am170028TUBAF-Siegel-blau-90x90.jpg,90.9,101,7.4,701+,10.1,801+,6.4,701+,1.4,801+,100,25,35.1,801+,59.7,392,100,16,32.9,801+
=487,489,Warsaw University of Technology,Poland,Warsaw,Europe,32.8,https://www.topuniversities.com/universities/warsaw-university-technology,https://www.topuniversities.com/sites/default/files/250701010256pm188166PW-logo-czarne-RGB-90x90.jpg,9.5,801+,28.4,442,55.7,337,72.4,137,15.9,801+,17.6,771,63.8,638,3.4,801+,23.7,710,38.4,801+
490,490,Universidad de Santiago de Chile (USACH),Chile,Santiago,Latin America,32.7,https://www.topuniversities.com/universities/universidad-de-santiago-de-chile-usach,https://www.topuniversities.com/sites/default/files/universidad-de-santiago-de-chile-usach_548_medium.jpg,7.8,801+,50.4,222,11.4,801+,59.9,193,17.5,772,3.8,801+,53.9,783,10.6,801+,8,801+,53.7,=627
=491,491,Central South University,China (Mainland),"Changsha,",Asia,32.6,https://www.topuniversities.com/universities/central-south-university,https://www.topuniversities.com/sites/default/files/central-south-university_871_medium.jpg,100,8,12.1,701+,7.3,801+,10.2,701+,23.2,667,7,801+,73.8,472,9,801+,5.4,801+,42.7,801+
=491,492,Imam Abdulrahman Bin Faisal University (IAU),Saudi Arabia,Dammam,Asia,32.6,https://www.topuniversities.com/universities/imam-abdulrahman-bin-faisal-university-iau,https://www.topuniversities.com/sites/default/files/imam-abdulrahman-bin-faisal-university-iau-formerly-university-of-dammam_592560cf2aeae70239af57b7_medium.jpg,5.6,801+,16.9,701+,94.9,74,31.4,456,2.9,801+,34.8,544,73.9,471,99.2,125,35.4,544,55.3,=596
=491,493,Universiti Utara Malaysia (UUM),Malaysia,Sintok,Asia,32.6,https://www.topuniversities.com/universities/universiti-utara-malaysia-uum,https://www.topuniversities.com/sites/default/files/universiti-utara-malaysia-uum_388_medium.jpg,12.7,801+,31.2,393,48,404,39.2,349,16.4,799,86.9,186,42.4,801+,25.6,638,84,177,49.5,=715
=494,494,University of Bordeaux,France,Talence,Europe,32.5,https://www.topuniversities.com/universities/university-bordeaux,https://www.topuniversities.com/sites/default/files/university-of-bordeaux_1286_medium.jpg,28.1,605,43.2,274,13.5,801+,10,701+,25.3,635,35.2,539,93.5,113,31.7,566,40.9,498,56.5,=571
=494,495,University of Canberra,Australia,Bruce,Oceania,32.5,https://www.topuniversities.com/universities/university-canberra,https://www.topuniversities.com/sites/default/files/220623031009am674262UC-logo-90x90.jpg,50.8,370,18.2,670,3.4,801+,11.9,701+,10.9,801+,83.1,205,66.7,593,82.8,274,84.6,173,73.2,=271
=496,496,Iran University of Science and Technology,Iran,Tehran,Asia,32.4,https://www.topuniversities.com/universities/iran-university-science-technology,https://www.topuniversities.com/sites/default/files/iran-university-of-science-and-technology_592560cf2aeae70239af4e57_medium.jpg,99.9,19,11.8,701+,4.3,801+,24.3,553,9.4,801+,8.6,801+,64.4,629,7,801+,11.3,801+,27.3,801+
=496,497,Justus-Liebig-University Giessen,Germany,Giessen,Europe,32.4,https://www.topuniversities.com/universities/justus-liebig-university-giessen,https://www.topuniversities.com/sites/default/files/justus-liebig-university-giessen_592560cf2aeae70239af4b68_medium.jpg,85.6,121,15.4,701+,2.7,801+,9.6,701+,17,784,28.9,605,80.7,340,19.3,724,21.7,738,53.4,=632
498,498,University of Jyväskylä,Finland,Jyväskylä,Europe,32.3,https://www.topuniversities.com/universities/university-jyvaskyla,https://www.topuniversities.com/sites/default/files/university-of-jyvskyl_306_medium.jpg,20.8,702,23.4,539,87.8,112,13.7,701+,13.9,801+,6.3,801+,84.3,269,51.1,435,11.8,801+,70.6,=308
=499,499,Central Queensland University (CQUniversity Australia),Australia,Norman Gardens,Oceania,32.2,https://www.topuniversities.com/universities/central-queensland-university-cquniversity-australia,https://www.topuniversities.com/sites/default/files/251020030708am792928CQU-Logo-Square-Positive-Portrait-1500x1500px-90x90.jpg,39.7,473,13.6,701+,42.2,474,8.5,701+,5,801+,99.9,43,47.5,801+,97.6,145,99.4,47,64.2,=417
=499,500,Northwestern Polytechnical University,China (Mainland),Xi'an,Asia,32.2,https://www.topuniversities.com/universities/northwestern-polytechnical-university,https://www.topuniversities.com/sites/default/files/northwestern-polytechnical-university_592560cf2aeae70239af5255_medium.jpg,82.6,139,9.5,701+,52.3,356,9.9,701+,11.5,801+,10.1,801+,57.6,724,25.5,640,7.8,801+,39,801+
=499,501,Tomsk State University,Russia,Tomsk,Europe,32.2,https://www.topuniversities.com/universities/tomsk-state-university,https://www.topuniversities.com/sites/default/files/tomsk-state-university_616_medium.jpg,7,801+,25.3,502,99.3,39,20,656,7.1,801+,94.7,131,66.4,599,28,609,93.2,125,30.6,801+
=499,502,Universidad de Costa Rica,Costa Rica,San Jose,Latin America,32.2,https://www.topuniversities.com/universities/universidad-de-costa-rica,https://www.topuniversities.com/sites/default/files/universidad-de-costa-rica_789_medium.jpg,2.5,801+,46.4,253,44.4,445,31.6,453,86.1,130,3.4,801+,46.1,801+,3,801+,2.8,801+,53.7,=627
503,503,Shoolini University of Biotechnology and Management Sciences,India,Solan,Asia,32.1,https://www.topuniversities.com/universities/shoolini-university-biotechnology-management-sciences,https://www.topuniversities.com/sites/default/files/shoolini-university-of-biotechnology-and-management-sciences_5b278febcb4de72fdd143864_medium.jpg,82.6,138,16.2,701+,12.1,801+,22.5,589,1.8,801+,2.2,801+,54.1,781,29,595,6.4,801+,57.3,=555
=504,504,China Agricultural University ,China (Mainland),Beijing,Asia,32,https://www.topuniversities.com/universities/china-agricultural-university,https://www.topuniversities.com/sites/default/files/china-agricultural-university_872_medium.jpg,98.7,42,12.3,701+,19.2,801+,10.3,701+,9.6,801+,2.3,801+,62.1,663,4.8,801+,2,801+,44.4,801+
=504,505,Chongqing University,China (Mainland),Chongqing,Asia,32,https://www.topuniversities.com/universities/chongqing-university,https://www.topuniversities.com/sites/default/files/chongqing-university_873_medium.jpg,93.8,82,11.9,701+,18.2,801+,9.8,701+,19.1,743,3.9,801+,58.1,717,28.1,605,3.2,801+,40,801+
=504,506,Ewha Womans University,South Korea,Seoul,Asia,32,https://www.topuniversities.com/universities/ewha-womans-university,https://www.topuniversities.com/sites/default/files/ewha-womans-university_592560cf2aeae70239af4b38_medium.jpg,13.6,801+,33.5,363,75.1,195,26.6,515,28.4,586,37.5,519,32.9,801+,9.6,801+,43.1,481,67.1,361
=504,507,Hunan University ,China (Mainland),Changsha,Asia,32,https://www.topuniversities.com/universities/hunan-university,https://www.topuniversities.com/sites/default/files/hunan-university-_592560cf2aeae70239af4df1_medium.jpg,94.7,74,10.9,701+,20.8,801+,11.8,701+,32.5,520,2.8,801+,57.7,721,5.9,801+,2.3,801+,40.6,801+
=504,508,University of Guelph,Canada,Guelph,North America,32,https://www.topuniversities.com/universities/university-guelph,https://www.topuniversities.com/sites/default/files/university-of-guelph_1756_medium.jpg,55.2,327,19.9,621,7.9,801+,19.2,680,18.2,755,24,672,74.8,446,49.6,443,30.1,613,80.7,161
509,509,China Medical University ,Taiwan,Taichung,Asia,31.9,https://www.topuniversities.com/universities/china-medical-university,https://www.topuniversities.com/sites/default/files/china-medical-university_14334_medium.jpg,99.9,16,8.8,701+,27.4,692,6.3,701+,2,801+,12.7,801+,75.9,420,5.8,801+,9.7,801+,36.1,801+
=509,510,INTI International University,Malaysia,Nilai,Asia,31.9,https://www.topuniversities.com/universities/inti-international-university,https://www.topuniversities.com/sites/default/files/inti-international-university-colleges_592560e49988f300e2321830_medium.jpg,3,801+,14.3,701+,95.1,73,37.8,368,5.2,801+,99.7,50,19.2,801+,100,39,99.5,46,33.2,801+
=509,511,Institut Teknologi Sepuluh Nopember (ITS Surabaya),Indonesia,Surabaya,Asia,31.9,https://www.topuniversities.com/universities/institut-teknologi-sepuluh-nopember-its-surabaya,https://www.topuniversities.com/sites/default/files/260407025155am560753Lambang-ITS-90x90.jpg,2.7,801+,27.4,456,62.1,287,60.2,192,17,782,11.9,801+,27.6,801+,69.6,337,17.9,800,52.5,654
=511,512,Ateneo de Manila University,Philippines,Quezon City,Asia,31.6,https://www.topuniversities.com/universities/ateneo-de-manila-university,https://www.topuniversities.com/sites/default/files/ateneo-de-manila-university_592560cf2aeae70239af4aa1_medium.jpg,3,801+,32.2,385,33.1,586,70,148,80.4,157,4.3,801+,24.3,801+,3.6,801+,8.5,801+,60.5,=497
=511,513,SOAS University of London,United Kingdom,London,Europe,31.6,https://www.topuniversities.com/universities/soas-university-london,https://www.topuniversities.com/sites/default/files/soas-university-of-london-_592560cf2aeae70239af4bf0_medium.jpg,23.7,663,24.7,516,18.4,801+,19,686,35.2,489,99.2,63,17.8,801+,100,67,99.2,52,65,=398
=511,514,Singapore Management University,Singapore,Singapore,Asia,31.6,https://www.topuniversities.com/universities/singapore-management-university,https://www.topuniversities.com/sites/default/files/singapore-management-university_1177_medium.jpg,30.9,577,19.4,635,14.2,801+,27.4,502,38.1,455,83.2,203,23,801+,100,48,80.4,205,58.9,=521
=511,515,University of Bradford,United Kingdom,Bradford,Europe,31.6,https://www.topuniversities.com/universities/university-bradford,https://www.topuniversities.com/sites/default/files/university-of-bradford_592560cf2aeae70239af4ac5_medium.jpg,40.3,465,14,701+,9.3,801+,11.2,701+,41.5,421,99.2,66,70.5,519,75,316,99.2,56,70.4,=311
=515,516,Lebanese University,Lebanon,Beirut,Asia,31.5,https://www.topuniversities.com/universities/lebanese-university,https://www.topuniversities.com/sites/default/files/lebanese-university_592560cf2aeae70239af4eec_medium.jpg,3.4,801+,32.9,372,16,801+,55.3,219,38.9,445,47.2,428,59.9,695,52.2,427,44.1,474,45.2,801+
=515,517,Universitas Padjadjaran (UNPAD),Indonesia,Bandung,Asia,31.5,https://www.topuniversities.com/universities/universitas-padjadjaran-unpad,https://www.topuniversities.com/sites/default/files/universitas-padjadjaran_592560cf2aeae70239af4e3c_medium.jpg,2.2,801+,29.9,408,55.9,334,51.7,237,45.4,384,4.4,801+,31.8,801+,54.3,417,9.4,801+,59.7,=507
=517,518,Pontificia Universidad Católica Argentina,Argentina,Buenos Aires,Latin America,31.4,https://www.topuniversities.com/universities/pontificia-universidad-catolica-argentina,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-argentina_592560cf2aeae70239af5486_medium.jpg,1.2,801+,30.2,402,100,22,39.9,344,89.8,108,14.8,801+,10.5,801+,3,801+,11.2,801+,26.7,801+
=517,519,University of Stirling,United Kingdom,Stirling,Europe,31.4,https://www.topuniversities.com/universities/university-stirling,https://www.topuniversities.com/sites/default/files/university-of-stirling_575_medium.jpg,38.3,489,16.8,701+,14.6,801+,13.1,701+,22.4,685,81.3,218,62.7,655,79.5,299,83,183,81.2,=158
=519,520,Kyungpook National University,South Korea,Daegu,Asia,31.3,https://www.topuniversities.com/universities/kyungpook-national-university,https://www.topuniversities.com/sites/default/files/kyungpook-national-university_592560cf2aeae70239af4bd0_medium.jpg,29.6,593,18,680,78.5,175,20.3,649,15.5,801+,44.6,452,55.8,752,18.7,733,49.7,417,68.3,=344
=519,521,Singapore University of Technology and Design,Singapore,Singapore,Asia,31.3,https://www.topuniversities.com/universities/singapore-university-technology-design,https://www.topuniversities.com/sites/default/files/singapore-university-of-technology-and-design_592560e89988f300e2322191_medium.jpg,71,208,11,701+,99.3,41,11.3,701+,5.3,801+,n/a,n/a,35.2,801+,n/a,n/a,n/a,n/a,25,801+
