rank_raw,rank,name,country,overall_score,teaching_score,research_env_score,research_quality_score,industry_score,international_score,url,street_address,locality,region,postal_code,country_address
801–1000,801,University of Valladolid,Spain,28.7,16.1,10.9,42.7,40.3,39.0,https://www.timeshighereducation.com/world-university-rankings/university-valladolid,C/ Plaza de Santa  Cruz 8,,VA,47002,Spain
801–1000,801,University of Vigo,Spain,28.7,16.7,16.4,46.9,43.3,46.0,https://www.timeshighereducation.com/world-university-rankings/university-vigo,As Lagoas Marcosende,Vigo,PO,36310,Spain
801–1000,801,University of West Attica,Greece,28.7,7.2,11.6,50.0,38.7,23.7,https://www.timeshighereducation.com/world-university-rankings/university-west-attica,Agiou Spiridonos 28,Egaleo,Attica Region,122 43,Greece
801–1000,801,University of Western Macedonia,Greece,28.7,8.7,13.0,53.8,17.5,24.8,https://www.timeshighereducation.com/world-university-rankings/university-western-macedonia,Active Urban Planning Zone (ZEP) Kozani,Kozani,Western Macedonia,50150,Greece
801–1000,801,University of Wolverhampton,United Kingdom,28.7,12.8,10.9,40.9,29.5,72.6,https://www.timeshighereducation.com/world-university-rankings/university-wolverhampton,Wulfruna Street,Wolverhampton,West Midlands,WV1 1LY,United Kingdom
801–1000,801,University of Wyoming,United States,28.7,19.9,11.0,56.3,40.4,35.2,https://www.timeshighereducation.com/world-university-rankings/university-wyoming,1000 East University Avenue,Laramie,Wyoming,82071,United States
801–1000,801,University of Zagreb,Croatia,28.7,16.0,16.2,54.9,47.9,30.7,https://www.timeshighereducation.com/world-university-rankings/university-zagreb,Trg Republike Hrvatske 14,Zagreb,Zagreb,10000,Croatia
801–1000,801,University Rey Juan Carlos,Spain,28.7,16.0,11.7,60.8,46.0,30.8,https://www.timeshighereducation.com/world-university-rankings/university-rey-juan-carlos,Calle Tulipan s/n,Mostoles,M,28933,Spain
801–1000,801,Vietnam National University (Ho Chi Minh City),Vietnam,28.7,14.2,12.5,48.3,30.6,29.5,https://www.timeshighereducation.com/world-university-rankings/vietnam-national-university-ho-chi-minh-city,"['Area 6', 'Linh Trung Ward Thu Duc District']",Ho Chi Minh City,Ho Chi Minh,,Vietnam
801–1000,801,Virginia Commonwealth University,United States,28.7,20.0,18.7,45.4,58.5,27.7,https://www.timeshighereducation.com/world-university-rankings/virginia-commonwealth-university,821 W Franklin Street,Richmond,Virginia,23284,United States
801–1000,801,VSB - Technical University of Ostrava,Czechia,28.7,11.9,14.1,42.3,47.3,47.7,https://www.timeshighereducation.com/world-university-rankings/vsb-technical-university-ostrava,17 listopadu 2172/15 Poruba,Ostrava,Moravian Silesian,708 00,Czechia
801–1000,801,Vytautas Magnus University,Lithuania,28.7,14.6,13.7,38.7,39.1,59.1,https://www.timeshighereducation.com/world-university-rankings/vytautas-magnus-university,K. Donelaicio str. 58,Kaunas,Kaunas,44248,Lithuania
801–1000,801,Warsaw University of Life Sciences – SGGW,Poland,28.7,15.1,12.2,43.4,30.1,38.7,https://www.timeshighereducation.com/world-university-rankings/warsaw-university-life-sciences-sggw,Nowoursynowska 166,Warsaw,Masovian Voivodeship,02-787,Poland
801–1000,801,Warsaw University of Technology,Poland,28.7,15.5,16.9,36.7,66.3,24.8,https://www.timeshighereducation.com/world-university-rankings/warsaw-university-technology,"['Plac Politechniki 1 Main Building', 'Room 104']",Warsaw,Masovian Voivodeship,00661,Poland
801–1000,801,Wilfrid Laurier University,Canada,28.7,12.1,11.2,49.3,43.9,70.7,https://www.timeshighereducation.com/world-university-rankings/wilfrid-laurier-university,75 University Avenue West,Waterloo,Ontario,N2L 3C5,Canada
801–1000,801,William & Mary,United States,28.7,24.9,9.9,42.0,40.5,37.3,https://www.timeshighereducation.com/world-university-rankings/william-mary,P.O. Box 8795,Williamsburg,Virginia,23187-8795,United States
801–1000,801,Wrocław University of Science and Technology,Poland,28.7,16.0,13.7,55.1,46.9,38.2,https://www.timeshighereducation.com/world-university-rankings/wroclaw-university-science-and-technology,27 Wybrzeze Wyspianskiego,Wroclaw,Lower Silesian Voivodeship,50370,Poland
801–1000,801,Wuhan Textile University,China,28.7,9.1,9.1,50.6,61.8,28.5,https://www.timeshighereducation.com/world-university-rankings/wuhan-textile-university,1 Fangzhi Road Hongshan District,Wuhan,Hubei,430073,China
801–1000,801,Yanshan University,China,28.7,12.3,8.9,52.7,61.9,33.7,https://www.timeshighereducation.com/world-university-rankings/yanshan-university,Qinhuangdao,,Hebei,66004,China
1001+,1001,Akdeniz University,Turkey,21.1,11.3,9.9,34.3,22.5,25.2,https://www.timeshighereducation.com/world-university-rankings/akdeniz-university,Dumlupinar Boulevard,Antalya,07,07070,Turkey
1001+,1001,Alexandru Ioan Cuza University,Romania,21.1,14.6,9.2,35.6,17.2,43.3,https://www.timeshighereducation.com/world-university-rankings/alexandru-ioan-cuza-university,"['Bulevardul Carol I', 'Nr.11']",Lasi,Lasi,700506,Romania
1001+,1001,Anáhuac University,Mexico,21.1,16.4,8.5,16.2,21.0,32.5,https://www.timeshighereducation.com/world-university-rankings/anahuac-university,Avenida Universidad Anahuac 46 Colonia Lomas Anahuac,Huixquilucan de Degollado,State of Mexico,52786,Mexico
1001+,1001,Ankara University,Turkey,21.1,22.6,11.6,27.7,17.2,30.6,https://www.timeshighereducation.com/world-university-rankings/ankara-university,Dogol Caddesi,Besevler,06,06100,Turkey
1001+,1001,Autonomous University of Baja California,Mexico,21.1,12.8,7.8,22.7,17.2,32.3,https://www.timeshighereducation.com/world-university-rankings/autonomous-university-baja-california,Av Alvaro Obregon y Julian Carrillo s/n,Mexicali,Baja California,21100,Mexico
1001+,1001,Budapest University of Technology and Economics,Hungary,21.1,11.6,12.5,36.9,40.0,26.5,https://www.timeshighereducation.com/world-university-rankings/budapest-university-technology-and-economics,Muegyetem rkp. 3,Budapest,Budapest,1111,Hungary
1001+,1001,Chuo University,Japan,21.1,13.9,8.6,20.8,18.0,38.5,https://www.timeshighereducation.com/world-university-rankings/chuo-university,742 1 Higashinakano,Hachioji City,13,192-0393,Japan
1001+,1001,De La Salle University,Philippines,21.1,11.0,9.8,38.5,26.0,28.4,https://www.timeshighereducation.com/world-university-rankings/de-la-salle-university,2401 Taft Avenue,Manila,National Capital Region,1004,Philippines
1001+,1001,Durban University of Technology,South Africa,21.1,16.0,9.6,28.6,18.8,35.7,https://www.timeshighereducation.com/world-university-rankings/durban-university-technology,PO Box 1334,Durban,KwaZulu Natal,4000,South Africa
1001+,1001,EAFIT University,Colombia,21.1,14.7,9.7,30.8,19.5,39.6,https://www.timeshighereducation.com/world-university-rankings/eafit-university,No 12-70 Carrera 19 Megacentro Pinares,Pereira,Risaralda,,Colombia
1001+,1001,Federal University of Espírito Santo,Brazil,21.1,14.9,10.8,22.9,44.0,31.4,https://www.timeshighereducation.com/world-university-rankings/federal-university-espirito-santo,Avenida Fernando Ferrari 514 Goiabeiras,Vitoria,Espirito Santo,29075-910,Brazil
1001+,1001,Federal University of Goiás,Brazil,21.1,17.3,17.9,17.7,21.7,24.3,https://www.timeshighereducation.com/world-university-rankings/federal-university-goias,Campus Samambaia,Goiânia,Goiás,74690-900,Brazil
1001+,1001,Federal University of Rio Grande do Norte (UFRN),Brazil,21.1,12.3,11.9,17.5,49.8,27.4,https://www.timeshighereducation.com/world-university-rankings/federal-university-rio-grande-do-norte-ufrn,Avenida Senador Salgado Filho S/N Caixa Postal 1524,Natal,Rio Grande do Norte,59072-970,Brazil
1001+,1001,Federal University of Santa Maria,Brazil,21.1,21.2,10.2,30.1,29.9,23.2,https://www.timeshighereducation.com/world-university-rankings/federal-university-santa-maria,"['No 1000', 'Avenida Roraima Camobi', 'Distrito de Sede']",Santa Maria,Rio Grande do Sul,97105-900,Brazil
1001+,1001,Federal University of Uberlândia,Brazil,21.1,17.1,9.4,26.7,34.9,26.4,https://www.timeshighereducation.com/world-university-rankings/federal-university-uberlandia,Avenida Joao Naves de Avila 2121 Santa Monica,Uberlandia,Minas Gerais,38408-100,Brazil
1001+,1001,Federal University of Viçosa,Brazil,21.1,22.8,12.4,23.1,27.3,26.8,https://www.timeshighereducation.com/world-university-rankings/federal-university-vicosa,"['Avenida Peter Henry Rolfs', 's/n Campus Universitário']",Vicosa,Minas Gerais,36570-900,Brazil
1001+,1001,Hosei University,Japan,21.1,10.2,8.6,26.4,29.1,39.2,https://www.timeshighereducation.com/world-university-rankings/hosei-university,2-17-1 Fujimi Chiyoda-ku,,13,102-8160,Japan
1001+,1001,International Hellenic University,Greece,21.1,8.3,9.8,48.1,32.9,24.1,https://www.timeshighereducation.com/world-university-rankings/international-hellenic-university,14th Km Thessaloniki Moudania Road,Thermi,Central Macedonia,57001,Greece
1001+,1001,Islamic University of Indonesia,Indonesia,21.1,14.3,9.4,40.3,18.8,26.5,https://www.timeshighereducation.com/world-university-rankings/islamic-university-indonesia,Jl. Kaliurang km. 14.5,Yogyakarta,Yogyakarta,55584,Indonesia
1001+,1001,Ivan Franko National University of Lviv,Ukraine,21.1,17.5,10.4,14.3,17.4,20.9,https://www.timeshighereducation.com/world-university-rankings/ivan-franko-national-university-lviv,"['1', 'Universytetska str']",,Lviv,79000,Ukraine
1001+,1001,Kasetsart University,Thailand,21.1,11.7,13.0,28.4,47.1,31.6,https://www.timeshighereducation.com/world-university-rankings/kasetsart-university,No 50 Ngamwongwan Road Lat Yao Subdistrict,Bangkok,10,10900,Thailand
1001+,1001,Lodz University of Technology,Poland,21.1,12.8,12.9,22.5,68.6,27.1,https://www.timeshighereducation.com/world-university-rankings/lodz-university-technology,90-924 Lodz,,Zeromskiego,116,Poland
1001+,1001,Matej Bel University,Slovakia,21.1,15.0,10.7,31.2,23.7,33.8,https://www.timeshighereducation.com/world-university-rankings/matej-bel-university,Narodna 12,Banska Bystrica,Banska Bystrica Region,974 01,Slovakia
1001+,1001,Metropolitan Autonomous University,Mexico,21.1,14.4,18.9,15.6,24.9,26.1,https://www.timeshighereducation.com/world-university-rankings/metropolitan-autonomous-university,Prol Canal de Miramontes 3855 Ex Hacienda San Juan de Dios,Ciudad de Mexico,Distrito Federal,14386,Mexico
1001+,1001,National Taipei University,Taiwan,21.1,16.5,11.4,29.0,33.1,30.6,https://www.timeshighereducation.com/world-university-rankings/national-taipei-university,151 University Road San Shia District,,NWT,23741,Taiwan
1001+,1001,National Technical University Kharkiv Polytechnic Institute,Ukraine,21.1,17.7,9.2,20.7,22.1,33.7,https://www.timeshighereducation.com/world-university-rankings/national-technical-university-kharkiv-polytechnic-institute,2 Kyrpychova Str,,Kharkiv,61002,Ukraine
1001+,1001,National University of La Plata,Argentina,21.1,18.3,10.2,26.1,5.9,57.6,https://www.timeshighereducation.com/world-university-rankings/national-university-la-plata,Avenida 7 776,La Plata,B,1900,Argentina
1001+,1001,National University of Life and Environmental Sciences of Ukraine,Ukraine,21.1,13.5,9.0,29.5,21.0,22.8,https://www.timeshighereducation.com/world-university-rankings/national-university-life-and-environmental-sciences-ukraine,Office 108 15 Heroyiv oborony str.,Kyiv,Kyiv Oblast,03041,Ukraine
1001+,1001,Nelson Mandela University,South Africa,21.1,18.5,10.2,34.7,21.5,30.5,https://www.timeshighereducation.com/world-university-rankings/nelson-mandela-university,University Way Summerstrand,Gqeberha,Eastern Cape Province,6031,South Africa
1001+,1001,Oakland University,United States,21.1,11.8,10.0,31.0,40.5,37.5,https://www.timeshighereducation.com/world-university-rankings/oakland-university,2200 North Squirrel Road,Rochester,Michigan,48309-4401,United States
1001+,1001,Pamukkale University,Turkey,21.1,15.5,8.3,28.3,35.3,25.3,https://www.timeshighereducation.com/world-university-rankings/pamukkale-university,Üniversite Cd. No:11 Kınıklı Mh.,Pamukkale,DENİZLİ,20160,Turkey
1001+,1001,Polytechnic Institute of Setúbal,Portugal,21.1,12.7,8.3,26.6,5.9,32.6,https://www.timeshighereducation.com/world-university-rankings/polytechnic-institute-setubal,"['Campus do IPS', 'Estefanilha']",Setubal,Setubal,2910-761,Portugal
1001+,1001,Presidency University,India,21.1,14.8,7.7,25.0,24.2,19.9,https://www.timeshighereducation.com/world-university-rankings/presidency-university,"['Itgalpur', 'Rajanakunte Yelahanka']",Bengaluru,KA,560089,India
1001+,1001,Saints Cyril and Methodius University in Skopje,North Macedonia,21.1,13.2,11.2,22.9,49.0,38.2,https://www.timeshighereducation.com/world-university-rankings/saints-cyril-and-methodius-university-skopje,"Bull. ""Gotse Delchev"" no. 9",1000 Skopje,,,North Macedonia
1001+,1001,"Soochow University, Taiwan",Taiwan,21.1,10.4,12.3,35.3,39.5,33.2,https://www.timeshighereducation.com/world-university-rankings/soochow-university-taiwan,"['No 70', 'Linxi Road']",Shilin District,Taipei,111002,Taiwan
1001+,1001,Southwest Petroleum University,China,21.1,11.3,8.9,32.4,58.5,24.3,https://www.timeshighereducation.com/world-university-rankings/southwest-petroleum-university,8 Xindu Avenue Xindu District,Chengdu City,Sichuan,610500,China
1001+,1001,"State University ""Kyiv Aviation Institute""",Ukraine,21.1,17.5,8.4,30.8,17.2,23.5,https://www.timeshighereducation.com/world-university-rankings/state-university-kyiv-aviation-institute,"['1', 'Liubomyra Huzara Avenue']",Kyiv,Kyiv,03058,Ukraine
1001+,1001,State University of Malang,Indonesia,21.1,15.1,8.8,27.6,20.3,37.3,https://www.timeshighereducation.com/world-university-rankings/state-university-malang,5 Jalan Semarang Sumbersari,Malang,Jawa Timur,65145,Indonesia
1001+,1001,Tamkang University,Taiwan,21.1,12.8,9.6,33.1,44.3,39.9,https://www.timeshighereducation.com/world-university-rankings/tamkang-university,No 151 Yingzhuan Road Tamsui District,New Taipei City,New Taipei,25137,Taiwan
1001+,1001,Technical University of Liberec,Czechia,21.1,11.6,14.2,23.4,50.9,37.3,https://www.timeshighereducation.com/world-university-rankings/technical-university-liberec,Studentska 1402/2,Liberec,Liberec Region,461 17,Czechia
1001+,1001,The University of the West Indies,Jamaica,21.1,13.3,9.1,28.7,27.1,37.9,https://www.timeshighereducation.com/world-university-rankings/university-west-indies,Mona,,Kingston 7,,Jamaica
1001+,1001,Tribhuvan University,Nepal,21.1,7.2,6.8,26.7,18.9,33.1,https://www.timeshighereducation.com/world-university-rankings/tribhuvan-university,Central Administrative Bldg,Kirtipur,Kathmandu,,Nepal
1001+,1001,UNIR – International University of La Rioja,Spain,21.1,10.7,9.3,33.5,17.2,53.6,https://www.timeshighereducation.com/world-university-rankings/unir-international-university-la-rioja-0,"['Av. de la Paz', '137']",Logroño,LO,26004,Spain
1001+,1001,Universidad Autónoma del Estado de Mexico (UAEMex),Mexico,21.1,16.5,9.0,13.8,20.2,28.6,https://www.timeshighereducation.com/world-university-rankings/universidad-autonoma-del-estado-de-mexico-uaemex,Instituto Literario no. 100 Colonel Centro,Toluca,Mexico,50000,Mexico
1001+,1001,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,21.1,15.6,9.9,35.2,5.9,30.3,https://www.timeshighereducation.com/world-university-rankings/universidade-do-estado-do-rio-de-janeiro-uerj,Rua Sao Francisco Xavier 524,Maracana,Rio de Janeiro,20550-900,Brazil
1001+,1001,Universidade Estadual de Maringá,Brazil,21.1,17.1,11.5,18.7,31.9,28.9,https://www.timeshighereducation.com/world-university-rankings/universidade-estadual-de-maringa,5790 Avenida Colombo Jardim Universitario,Maringa,Parana,87020-900,Brazil
1001+,1001,Universidade Federal da Bahia,Brazil,21.1,19.5,13.3,21.9,43.5,27.9,https://www.timeshighereducation.com/world-university-rankings/universidade-federal-da-bahia,Rua Augusto Viana Número 1 - Palácio da Reitoria,Salvador,Bahia,40110-909,Brazil
1001+,1001,Universidade Nove de Julho (Uninove),Brazil,21.1,13.2,7.9,20.5,23.7,27.2,https://www.timeshighereducation.com/world-university-rankings/universidade-nove-de-julho-uninove,235-249 Rua Vergueiro Liberdade,Sao Paulo,Sao Paulo,01504-001,Brazil
1001+,1001,Universidad Panamericana (UP),Mexico,21.1,18.2,8.3,24.2,25.0,47.3,https://www.timeshighereducation.com/world-university-rankings/universidad-panamericana,Augusto Rodin No 498 Insurgentes Mixcoac,Ciudad de Mexico,Ciudad de Mexico,03920,Mexico
1001+,1001,Universitas Muhammadiyah Yogyakarta,Indonesia,21.1,10.2,10.1,32.7,21.7,43.9,https://www.timeshighereducation.com/world-university-rankings/universitas-muhammadiyah-yogyakarta,Jalan Brawijaya Kasihan,Bantul,Yogyakarta,55183,Indonesia
1001+,1001,Universitas Pendidikan Indonesia,Indonesia,21.1,18.7,8.6,28.6,20.8,38.7,https://www.timeshighereducation.com/world-university-rankings/universitas-pendidikan-indonesia,229 Jalan Doktor Setiabudhi,Bandung,Jawa Barat,40154,Indonesia
